,obsid,fitsname,snrg,snrr,teff,teff_err,logg,logg_err,feh,feh_err,rv,rv_err,ra_obs,dec_obs,gaia_source_id,gaia_g_mean_mag,figname,R_mean,R_mean_err,V_mean,V_mean_err,H_mean_tri,H_mean_tri_err,K_mean_tri,K_mean_tri_err,S_tri,S_tri_err,S_MWL,S_MWL_err,H_mean_rec,H_mean_rec_err,K_mean_rec,K_mean_rec_err,S_rec,S_rec_err,condition_tag
2051,4912101,spec-55880-B8004_1_sp12-101.fits,65.37,102.27,6702.73,28.83,4.079,0.041,-0.155,0.025,-49.71,3.85,44.685917,55.525622,4.5949577479261466e+17,11.719251,CaIIHK_obsid-004912101_spec-55880-B8004_1_sp12-101.png,19045.771998,-9999.0,17019.509024,145.599351,5634.82364,318.847682,6071.889801,343.273721,0.324598,-9999.0,0.254744,-9999.0,5541.674973,406.53821,5964.679227,437.770676,0.319042,-9999.0,uncertainty=-9999
2052,4914042,spec-55880-B8004_1_sp14-042.fits,100.94,130.16,6153.38,31.87,4.268,0.044,0.006,0.026,-17.6,4.57,37.876913,54.192691,4.540956608748438e+17,11.330041,CaIIHK_obsid-004914042_spec-55880-B8004_1_sp14-042.png,10239.092211,41.197436,8347.335619,44.757908,2070.646386,87.410104,1828.794054,89.650089,0.2098,0.006772,0.164651,0.005314,2039.915262,111.552796,1827.787019,114.582542,0.208093,0.008631, 
2053,4914073,spec-55880-B8004_1_sp14-073.fits,66.68,98.24,6712.24,38.82,3.776,0.055,0.124,0.033,-37.77,5.18,38.617397,54.332259,4.5407696917659366e+17,11.945498,CaIIHK_obsid-004914073_spec-55880-B8004_1_sp14-073.png,5279.627174,34.080047,4447.399052,37.848475,1233.493169,81.702739,1143.151441,83.396093,0.244334,0.01207,0.191753,0.009473,1218.981374,104.517401,1127.082137,106.317801,0.24119,0.015379, 
2054,4914077,spec-55880-B8004_1_sp14-077.fits,103.1,139.51,6111.7,35.88,3.906,0.05,0.035,0.029,-13.39,5.19,39.609905,55.006761,4.5421337303529434e+17,11.268652,CaIIHK_obsid-004914077_spec-55880-B8004_1_sp14-077.png,9228.316595,40.434957,7386.656138,43.414893,1794.163808,87.171951,1479.34044,96.135132,0.197021,0.007842,0.154622,0.006155,1756.660247,111.1002,1460.070334,122.815234,0.193604,0.009991, 
2055,4914107,spec-55880-B8004_1_sp14-107.fits,129.95,159.62,5763.75,33.49,4.503,0.045,-0.436,0.025,-4.11,5.27,38.111772,54.975364,4.571595874656275e+17,11.292416,CaIIHK_obsid-004914107_spec-55880-B8004_1_sp14-107.png,13948.744439,47.001515,10800.318514,49.656808,2994.790126,103.889508,2619.977196,102.169863,0.226868,0.005921,0.178046,0.004647,2928.192824,132.436486,2585.772872,130.426682,0.222795,0.007536, 
2056,4914180,spec-55880-B8004_1_sp14-180.fits,57.6,72.14,6015.9,31.82,4.163,0.045,0.082,0.027,-63.66,4.26,38.144401,54.205916,4.540935949893389e+17,12.229915,CaIIHK_obsid-004914180_spec-55880-B8004_1_sp14-180.png,4543.792305,34.108143,3469.764517,36.730526,885.339466,76.418229,629.444259,75.161409,0.189028,0.013428,0.148349,0.010538,859.124885,97.534905,598.725541,95.867429,0.181923,0.017104, 
2057,4915023,spec-55880-B8004_1_sp15-023.fits,58.1,91.76,6615.16,26.73,4.079,0.038,-0.002,0.023,-7.58,3.58,41.491039,55.164012,4.543576195195154e+17,11.256358,CaIIHK_obsid-004915023_spec-55880-B8004_1_sp15-023.png,7059.183087,49.933161,6150.200383,57.170363,2056.769019,123.571159,1852.717184,128.873108,0.295963,0.013623,0.232272,0.010691,2040.255598,157.814203,1792.017705,164.290692,0.290117,0.017326, 
2058,4915138,spec-55880-B8004_1_sp15-138.fits,57.62,97.41,6276.06,28.89,4.207,0.041,-0.013,0.025,-46.98,3.87,41.774422,55.176656,4.543510911691931e+17,12.310733,CaIIHK_obsid-004915138_spec-55880-B8004_1_sp15-138.png,6583.039673,51.383751,5496.028751,59.087669,1693.519407,129.585257,1371.820583,137.989688,0.253773,0.015758,0.199161,0.012367,1659.496579,165.876383,1353.454789,176.323178,0.249436,0.020107, 
2059,4916066,spec-55880-B8004_1_sp16-066.fits,51.74,80.89,6568.01,27.79,3.942,0.04,-0.061,0.024,-18.16,3.75,39.832868,55.97043,4.546691249080484e+17,11.921433,CaIIHK_obsid-004916066_spec-55880-B8004_1_sp16-066.png,5419.933912,44.240476,4593.949956,49.903442,1470.557163,113.557331,1275.285563,131.298366,0.274204,0.017431,0.215195,0.01368,1445.447967,145.154178,1270.465217,167.779452,0.271215,0.022228, 
2060,4916172,spec-55880-B8004_1_sp16-172.fits,67.15,105.98,6254.8,26.36,4.178,0.037,-0.107,0.022,-41.39,3.52,40.117773,55.554111,4.5460885792772966e+17,11.92376,CaIIHK_obsid-004916172_spec-55880-B8004_1_sp16-172.png,6898.819601,45.172631,5823.447211,51.195171,1685.044623,112.021976,1517.468507,126.368924,0.251725,0.013342,0.197554,0.010471,1667.112279,143.134365,1525.557552,161.519461,0.250951,0.017017, 
2061,5002027,spec-55880-B8004_2_sp02-027.fits,79.06,137.68,6145.56,27.82,4.149,0.039,-0.185,0.023,-13.56,3.75,39.235748,52.612583,4.522284496117275e+17,12.334499,CaIIHK_obsid-005002027_spec-55880-B8004_2_sp02-027.png,8181.328746,40.493401,6790.393754,41.94641,1625.098524,90.005786,1454.647824,88.190027,0.205704,0.008455,0.161437,0.006635,1596.548595,114.933766,1433.776782,112.548301,0.202403,0.010773, 
2062,5002081,spec-55880-B8004_2_sp02-081.fits,64.93,117.73,6404.32,25.96,4.06,0.037,-0.296,0.022,-9.2,3.46,38.568604,52.402084,4.5221071998652326e+17,12.316091,CaIIHK_obsid-005002081_spec-55880-B8004_2_sp02-081.png,7168.286208,42.486791,6083.581628,45.097972,1577.582355,97.614565,1434.840222,94.159145,0.227321,0.01029,0.178401,0.008075,1550.223547,124.319785,1423.104589,120.209867,0.22437,0.013092, 
2063,5002127,spec-55880-B8004_2_sp02-127.fits,50.15,102.21,6604.04,25.26,3.862,0.036,-0.074,0.022,-21.48,3.42,39.432321,52.40805,4.514704394211291e+17,12.861079,CaIIHK_obsid-005002127_spec-55880-B8004_2_sp02-127.png,3669.712325,31.296073,3013.591437,32.032079,875.91475,72.805325,654.149166,71.752971,0.228938,0.015372,0.179671,0.012064,873.296051,92.900334,621.347158,91.680989,0.223638,0.019587, 
2064,5002132,spec-55880-B8004_2_sp02-132.fits,63.67,108.91,5508.67,28.49,4.404,0.04,-0.575,0.024,-0.51,3.8,39.269387,52.280372,4.514486553471108e+17,12.58604,CaIIHK_obsid-005002132_spec-55880-B8004_2_sp02-132.png,5500.515061,37.75492,4206.920178,37.996678,1287.789328,85.688445,1044.588345,83.873513,0.240267,0.012423,0.188562,0.009749,1267.432564,109.266904,1041.859933,107.096456,0.237889,0.015816, 
2065,5002160,spec-55880-B8004_2_sp02-160.fits,71.38,109.07,6769.04,24.01,4.033,0.034,0.086,0.02,-3.81,3.21,37.961003,52.896059,4.522854180570044e+17,12.423564,CaIIHK_obsid-005002160_spec-55880-B8004_2_sp02-160.png,8840.498346,45.973918,7335.382581,48.967303,2556.380686,106.257999,2335.307177,111.046482,0.302406,0.009584,0.237328,0.007522,2532.411365,135.707244,2313.812796,141.870426,0.299596,0.012201, 
2066,5003049,spec-55880-B8004_2_sp03-049.fits,87.53,136.14,6171.51,32.02,3.96,0.045,0.098,0.026,8.94,4.4,40.141593,53.565138,4.5378679688346765e+17,12.680041,CaIIHK_obsid-005003049_spec-55880-B8004_2_sp03-049.png,4309.286165,21.232439,3438.963082,22.119659,930.042665,43.577703,788.754761,47.512311,0.22183,0.008367,0.174093,0.006566,914.904215,55.435701,772.382948,60.642794,0.217764,0.010639, 
2067,5003050,spec-55880-B8004_2_sp03-050.fits,69.05,108.4,6304.45,33.11,3.93,0.047,0.096,0.028,-47.45,4.42,40.019614,53.599304,4.537875914604577e+17,12.801716,CaIIHK_obsid-005003050_spec-55880-B8004_2_sp03-050.png,3730.32442,23.227448,3073.651195,24.565344,919.613057,50.475537,864.967857,56.173471,0.262285,0.011176,0.205841,0.008771,913.989571,64.372027,861.787325,71.761532,0.260991,0.014228, 
2068,5003095,spec-55880-B8004_2_sp03-095.fits,74.85,106.98,6295.23,30.84,4.21,0.043,0.025,0.026,-7.32,4.13,39.437712,53.932733,4.538519128916906e+17,12.586823,CaIIHK_obsid-005003095_spec-55880-B8004_2_sp03-095.png,3504.785217,20.451584,2768.34424,21.241798,822.323982,44.583182,663.837078,45.830883,0.236909,0.010253,0.185926,0.008047,806.681217,56.942686,650.56542,58.595289,0.2323,0.01307, 
2069,5003128,spec-55880-B8004_2_sp03-128.fits,53.06,86.21,6617.33,32.94,4.056,0.047,-0.082,0.028,-48.46,4.44,40.64974,54.446639,4.539443749464613e+17,12.977778,CaIIHK_obsid-005003128_spec-55880-B8004_2_sp03-128.png,3239.597378,26.2912,2616.718813,28.252941,1003.620256,65.250203,820.904581,66.208379,0.311548,0.016005,0.244503,0.012561,999.968185,83.381517,812.001894,84.540011,0.309404,0.020378, 
2070,5003132,spec-55880-B8004_2_sp03-132.fits,77.57,133.84,5151.92,41.88,4.625,0.059,-0.141,0.035,6.56,5.63,40.542514,54.433218,4.5393867122992704e+17,12.580121,CaIIHK_obsid-005003132_spec-55880-B8004_2_sp03-132.png,2607.066566,18.8107,1645.254148,18.986965,533.508568,40.367806,463.986963,42.714482,0.234577,0.013899,0.184096,0.010908,521.620699,51.520915,460.426408,54.573401,0.230944,0.017709, 
2071,5003146,spec-55880-B8004_2_sp03-146.fits,106.85,199.96,4874.62,68.81,4.684,0.095,0.265,0.055,-8.32,10.07,40.272549,54.68744,4.539926160189421e+17,11.651033,CaIIHK_obsid-005003146_spec-55880-B8004_2_sp03-146.png,2925.894539,18.007473,1530.069705,17.417296,1029.770164,40.282106,919.673299,42.025319,0.437491,0.013294,0.343343,0.010433,1037.137715,51.50114,927.237282,53.734385,0.440842,0.016886, 
2072,5003165,spec-55880-B8004_2_sp03-165.fits,61.46,88.59,6681.2,28.17,4.142,0.04,-0.28,0.024,19.79,3.76,40.212001,54.146496,4.5391045758365146e+17,13.180838,CaIIHK_obsid-005003165_spec-55880-B8004_2_sp03-165.png,2957.433886,20.250772,2384.534808,21.555271,917.923663,47.517101,886.810764,50.105245,0.337841,0.013061,0.265137,0.01025,906.061598,60.723575,879.176134,64.027772,0.334191,0.016622, 
2073,5003181,spec-55880-B8004_2_sp03-181.fits,50.87,78.4,6447.35,33.79,4.174,0.048,0.17,0.029,-37.7,4.57,39.900063,53.996701,4.539488760727762e+17,13.408319,CaIIHK_obsid-005003181_spec-55880-B8004_2_sp03-181.png,2132.785656,18.714735,1677.120173,19.601895,577.918346,42.101439,531.805665,45.457158,0.291273,0.016394,0.228591,0.012866,586.276232,53.811845,539.173895,58.082155,0.295401,0.020888, 
2074,5003230,spec-55880-B8004_2_sp03-230.fits,99.26,147.38,6006.49,30.93,4.194,0.043,-0.189,0.025,-58.21,4.41,39.696053,53.618414,4.53797349626181e+17,12.429833,CaIIHK_obsid-005003230_spec-55880-B8004_2_sp03-230.png,5060.315225,21.611905,4114.071341,22.682749,1089.131907,45.96996,931.571201,48.050077,0.220255,0.007287,0.172856,0.005719,1067.567027,58.648395,914.248076,61.384235,0.216016,0.009283, 
2075,5003244,spec-55880-B8004_2_sp03-244.fits,70.78,109.56,6633.1,27.08,3.968,0.038,0.009,0.023,-47.28,3.62,39.664668,53.43847,4.537681438408001e+17,13.03757,CaIIHK_obsid-005003244_spec-55880-B8004_2_sp03-244.png,3396.06438,20.946028,2817.788047,22.263012,904.176044,46.108946,777.727651,49.060655,0.27067,0.010917,0.212422,0.008567,902.465257,58.859749,766.194323,62.669856,0.268539,0.013899, 
2076,5003249,spec-55880-B8004_2_sp03-249.fits,65.17,95.01,6483.37,33.44,4.175,0.047,-0.481,0.028,18.03,4.46,39.228907,53.727555,4.538254902522989e+17,12.714669,CaIIHK_obsid-005003249_spec-55880-B8004_2_sp03-249.png,4605.813439,29.809855,3726.299581,32.060257,991.478421,65.981247,846.728743,71.531301,0.220617,0.011737,0.17314,0.009211,973.584994,84.06596,814.91057,91.221873,0.214651,0.014931, 
2077,5004009,spec-55880-B8004_2_sp04-009.fits,59.57,116.64,5984.88,28.37,4.286,0.04,0.158,0.024,-24.74,3.79,41.373309,54.317206,4.5354899743528794e+17,12.856807,CaIIHK_obsid-005004009_spec-55880-B8004_2_sp04-009.png,2343.947536,16.266586,1886.693445,17.583644,466.126669,38.667655,395.793812,39.923183,0.203733,0.013188,0.15989,0.01035,457.631789,49.339398,390.163113,50.974962,0.200394,0.016807, 
2078,5004025,spec-55880-B8004_2_sp04-025.fits,81.02,152.38,6537.36,26.15,4.199,0.037,-0.021,0.022,-37.21,3.54,40.820231,54.407539,4.539405953752522e+17,12.743513,CaIIHK_obsid-005004025_spec-55880-B8004_2_sp04-025.png,3913.146176,17.915039,3323.018651,19.513171,881.507718,41.764785,795.888098,42.735605,0.231807,0.008301,0.181922,0.006515,868.953661,53.357957,783.254332,54.524267,0.228326,0.010576, 
2079,5004072,spec-55880-B8004_2_sp04-072.fits,53.66,108.96,5474.88,32.97,4.615,0.047,0.137,0.028,21.34,4.44,42.069013,54.233317,4.534891384722564e+17,12.574649,CaIIHK_obsid-005004072_spec-55880-B8004_2_sp04-072.png,1813.315857,16.048103,1324.36917,17.093418,647.191202,40.172579,589.160201,40.062552,0.394033,0.01832,0.309237,0.014377,645.57667,51.314201,589.981648,51.076918,0.39378,0.023262, 
2080,5004113,spec-55880-B8004_2_sp04-113.fits,63.36,116.36,5735.09,31.25,4.121,0.044,-0.456,0.027,-21.29,4.17,42.149802,53.739068,4.534612083047242e+17,12.99709,CaIIHK_obsid-005004113_spec-55880-B8004_2_sp04-113.png,3069.380336,18.810556,2490.215737,20.33836,673.040612,44.489179,635.251807,43.171084,0.235321,0.011212,0.18468,0.008799,667.131784,56.747564,630.60345,55.155554,0.233423,0.014281, 
2081,5004194,spec-55880-B8004_2_sp04-194.fits,57.49,118.47,6021.94,30.05,3.903,0.043,0.301,0.026,-34.72,4.03,41.548344,53.809944,4.5314853468627226e+17,12.395757,CaIIHK_obsid-005004194_spec-55880-B8004_2_sp04-194.png,1977.994366,15.444408,1536.058042,17.206988,449.979032,34.508632,367.904464,38.207723,0.232747,0.014731,0.182659,0.011561,450.171605,44.099052,367.408349,48.744185,0.23266,0.018768, 
2082,5004205,spec-55880-B8004_2_sp04-205.fits,76.82,149.15,5694.83,33.09,4.03,0.047,0.079,0.028,10.8,4.44,42.282507,54.484057,4.5356425316029824e+17,12.359082,CaIIHK_obsid-005004205_spec-55880-B8004_2_sp04-205.png,3262.704221,18.049609,2577.118011,19.352774,747.334459,42.976536,603.52928,41.17301,0.231319,0.010245,0.181539,0.00804,739.646265,54.81381,596.54877,52.555198,0.228807,0.013045, 
2083,5006024,spec-55880-B8004_2_sp06-024.fits,76.23,138.1,5662.77,37.38,4.487,0.053,0.154,0.031,16.94,5.02,44.272757,53.186238,4.41190795976427e+17,12.192538,CaIIHK_obsid-005006024_spec-55880-B8004_2_sp06-024.png,4965.150107,31.740246,3725.564232,35.541127,1124.757916,75.302548,1066.512597,78.040872,0.252139,0.012555,0.197879,0.009853,1104.552226,96.019305,1049.490858,99.580086,0.247856,0.015975, 
2084,5006038,spec-55880-B8004_2_sp06-038.fits,112.8,169.01,6070.91,39.64,4.256,0.054,-0.018,0.031,-29.4,5.92,44.41758,53.931527,4.5332693044636326e+17,11.60363,CaIIHK_obsid-005006038_spec-55880-B8004_2_sp06-038.png,10911.248661,39.677878,9134.957216,44.198893,2312.84421,90.900517,2073.892387,97.940513,0.218831,0.006697,0.171739,0.005256,2258.801806,116.027188,2031.84169,125.016452,0.214038,0.008532, 
2085,5006178,spec-55880-B8004_2_sp06-178.fits,64.21,126.77,6775.01,27.75,4.091,0.039,-0.158,0.024,-11.44,3.7,45.005319,53.35783,4.41240514518043e+17,12.102052,CaIIHK_obsid-005006178_spec-55880-B8004_2_sp06-178.png,4729.096118,33.843519,3912.596861,38.341216,1400.859448,87.501081,1317.812723,89.449845,0.314599,0.014599,0.246898,0.011457,1382.331668,111.680604,1300.941907,114.214268,0.310503,0.018576, 
2086,5006201,spec-55880-B8004_2_sp06-201.fits,61.37,106.22,6274.17,29.49,4.232,0.042,-0.242,0.025,-8.15,3.94,44.699038,52.973882,4.4113567865565184e+17,12.582846,CaIIHK_obsid-005006201_spec-55880-B8004_2_sp06-201.png,4739.598336,32.589483,3973.541882,37.424032,998.996632,82.918721,915.115109,87.143906,0.219681,0.013862,0.172406,0.010879,970.879172,105.867123,878.3951,111.390157,0.21224,0.017678, 
2087,5006221,spec-55880-B8004_2_sp06-221.fits,70.97,118.73,6718.39,27.01,4.121,0.038,-0.056,0.023,3.66,3.61,44.747982,52.815758,4.4112046159256435e+17,12.248126,CaIIHK_obsid-005006221_spec-55880-B8004_2_sp06-221.png,6097.378413,35.175183,5048.603849,39.943941,1526.095973,85.940678,1646.607776,96.412041,0.28465,0.011667,0.223393,0.009156,1494.167295,109.276959,1612.967296,123.116045,0.278767,0.014829, 
2088,5007042,spec-55880-B8004_2_sp07-042.fits,50.76,115.25,6492.38,24.97,3.928,0.036,-0.346,0.022,-33.38,3.38,42.575164,52.458593,4.5276803494386074e+17,12.472498,CaIIHK_obsid-005007042_spec-55880-B8004_2_sp07-042.png,2937.866611,30.358067,2654.629621,34.761546,751.244423,76.882377,766.901731,77.623046,0.271461,0.019664,0.213043,0.015432,715.48188,98.258489,757.818516,99.048493,0.263442,0.025042, 
2089,5007066,spec-55880-B8004_2_sp07-066.fits,62.32,122.88,5485.11,37.01,4.301,0.053,-0.145,0.032,-41.25,4.94,43.949693,52.289017,4.410894347487305e+17,12.436825,CaIIHK_obsid-005007066_spec-55880-B8004_2_sp07-066.png,3985.040603,33.94624,3031.510348,37.979646,760.935895,82.112006,760.379928,81.462188,0.216818,0.01656,0.170159,0.012996,731.81458,104.906531,761.82415,104.022147,0.212874,0.021112, 
2090,5007093,spec-55880-B8004_2_sp07-093.fits,52.51,96.76,5941.08,31.62,4.203,0.045,-0.378,0.027,-52.53,4.26,44.192511,52.446177,4.41086411091658e+17,12.678667,CaIIHK_obsid-005007093_spec-55880-B8004_2_sp07-093.png,3855.723181,34.669327,3281.305547,39.829772,1060.990371,87.429045,959.34004,84.069134,0.283077,0.017123,0.222159,0.013438,1060.383347,111.636611,952.959079,107.010296,0.282098,0.021768, 
2091,5007100,spec-55880-B8004_2_sp07-100.fits,72.41,124.65,5975.82,33.84,4.184,0.048,-0.137,0.029,-23.28,4.52,44.53156,52.373438,4.40895199147018e+17,12.221932,CaIIHK_obsid-005007100_spec-55880-B8004_2_sp07-100.png,6321.075735,40.472789,5337.260053,45.822879,1508.214514,96.942211,1262.726418,99.10426,0.237679,0.011957,0.18653,0.009384,1456.322267,123.707533,1218.465912,126.973463,0.229431,0.015253, 
2092,5007133,spec-55880-B8004_2_sp07-133.fits,59.61,109.96,6643.37,28.47,4.055,0.04,-0.321,0.024,9.8,3.81,44.698244,52.554943,4.4110881364133146e+17,12.394471,CaIIHK_obsid-005007133_spec-55880-B8004_2_sp07-133.png,5336.962912,40.741322,4609.832984,47.297241,1817.89358,114.543734,1835.997459,108.369012,0.367344,0.016019,0.288291,0.012572,1789.133979,146.313242,1828.289216,138.47709,0.363677,0.020381, 
2093,5007205,spec-55880-B8004_2_sp07-205.fits,59.43,118.24,5551.61,35.08,4.482,0.05,0.061,0.03,-48.73,4.69,43.745128,52.250517,4.4071439820554125e+17,12.551726,CaIIHK_obsid-005007205_spec-55880-B8004_2_sp07-205.png,3434.364587,30.508925,2491.125756,33.876784,872.745202,76.393203,743.397911,78.503286,0.272744,0.018605,0.21405,0.014601,865.669084,97.652569,737.031879,100.294923,0.270476,0.023715, 
2094,5008159,spec-55880-B8004_2_sp08-159.fits,88.23,161.24,6509.44,25.08,4.229,0.035,0.075,0.021,-19.53,3.45,42.506417,53.216769,4.52873480680144e+17,12.212258,CaIIHK_obsid-005008159_spec-55880-B8004_2_sp08-159.png,5176.952658,26.705371,4279.022981,29.83185,1191.729921,64.099701,1155.399922,65.790547,0.248217,0.009771,0.1948,0.007668,1164.553225,81.802692,1142.747174,84.038599,0.244004,0.012446, 
2095,5008163,spec-55880-B8004_2_sp08-163.fits,56.61,101.92,6295.04,26.95,4.277,0.038,-0.233,0.023,-40.02,3.61,42.630476,53.387749,4.5325041130877504e+17,12.959822,CaIIHK_obsid-005008163_spec-55880-B8004_2_sp08-163.png,2877.313483,24.082806,2409.854889,27.720748,862.226349,63.640905,758.890932,68.813979,0.306614,0.017855,0.24063,0.014013,850.690502,81.267261,757.258233,87.867905,0.304123,0.022736, 
2096,5008211,spec-55880-B8004_2_sp08-211.fits,50.22,91.75,6287.66,24.02,4.25,0.034,-0.357,0.021,-16.9,3.25,42.941083,52.742987,4.5279840895246554e+17,13.049805,CaIIHK_obsid-005008211_spec-55880-B8004_2_sp08-211.png,2594.757475,24.649122,2165.628194,28.536324,519.502177,65.051555,546.176858,68.256994,0.223864,0.019887,0.175688,0.015607,510.236068,83.139292,548.377439,87.241259,0.22238,0.025377, 
2097,5008212,spec-55880-B8004_2_sp08-212.fits,50.18,90.93,6193.92,27.37,4.004,0.039,0.131,0.024,-3.56,3.7,42.448761,52.636698,4.527828783507899e+17,12.976233,CaIIHK_obsid-005008212_spec-55880-B8004_2_sp08-212.png,2497.004472,24.570034,2069.807434,28.733119,508.223709,64.256761,379.76254,64.150863,0.194443,0.019947,0.152599,0.015655,499.11182,81.921467,375.239256,81.840401,0.191458,0.025406, 
2098,5009052,spec-55880-B8004_2_sp09-052.fits,62.22,136.83,5259.05,30.75,4.647,0.044,-0.092,0.026,-46.63,4.11,42.890949,54.987759,4.5367670828172314e+17,12.370093,CaIIHK_obsid-005009052_spec-55880-B8004_2_sp09-052.png,5131.891305,43.13236,3452.750534,46.090605,1098.921974,106.712455,885.826859,98.455992,0.231198,0.016998,0.181444,0.01334,1087.54293,136.546192,882.171027,125.526542,0.229446,0.021671, 
2099,5009213,spec-55880-B8004_2_sp09-213.fits,116.33,249.82,5882.98,30.79,4.128,0.042,0.097,0.024,-79.91,4.65,42.520987,54.488526,4.535224717124042e+17,11.157455,CaIIHK_obsid-005009213_spec-55880-B8004_2_sp09-213.png,14974.456548,58.692947,11799.690502,62.007599,4918.121212,136.67328,4328.811379,132.811923,0.345368,0.007203,0.271045,0.005653,4885.922105,174.620283,4327.30695,169.681311,0.344109,0.00916, 
2100,5010006,spec-55880-B8004_2_sp10-006.fits,70.46,90.2,6438.5,33.26,4.158,0.047,0.001,0.028,-43.21,4.44,38.134743,53.805843,4.5253641594731955e+17,12.58704,CaIIHK_obsid-005010006_spec-55880-B8004_2_sp10-006.png,3939.531858,22.186981,3304.986088,23.53598,844.127704,50.473419,810.00714,51.404487,0.228329,0.009996,0.179193,0.007845,815.415155,64.54701,800.696955,65.67058,0.223081,0.012749, 
2101,5010009,spec-55880-B8004_2_sp10-009.fits,65.49,74.29,6260.96,32.46,4.381,0.046,-0.191,0.028,-45.37,4.33,38.149931,54.055174,4.540447698031643e+17,12.787343,CaIIHK_obsid-005010009_spec-55880-B8004_2_sp10-009.png,4296.593824,26.224492,3673.129125,28.309994,1067.991472,56.899481,975.836057,61.793631,0.256449,0.010613,0.201261,0.008329,1053.69349,72.608606,961.436713,78.959866,0.252848,0.013515, 
2102,5010071,spec-55880-B8004_2_sp10-071.fits,102.03,132.69,6287.02,31.46,4.242,0.043,-0.238,0.025,-28.88,4.53,38.484494,53.416001,4.523276461752179e+17,11.775432,CaIIHK_obsid-005010071_spec-55880-B8004_2_sp10-071.png,6694.944283,25.49696,5696.185638,27.126202,1595.225498,54.552538,1450.497007,56.527441,0.245799,0.006383,0.192903,0.005009,1565.115414,69.569599,1440.445593,72.191599,0.242557,0.008124, 
2103,5010144,spec-55880-B8004_2_sp10-144.fits,127.4,166.04,6174.13,38.19,4.123,0.052,-0.124,0.029,-40.15,5.96,37.957048,53.824254,4.525390616409249e+17,11.362977,CaIIHK_obsid-005010144_spec-55880-B8004_2_sp10-144.png,10470.315633,33.030958,8622.598795,34.845379,2334.330469,67.736674,1984.225304,68.278781,0.226186,0.005069,0.177511,0.003978,2300.714838,86.422633,1957.512088,87.220395,0.223027,0.006455, 
2104,5011220,spec-55880-B8004_2_sp11-220.fits,73.58,107.3,6751.24,29.06,4.131,0.041,-0.205,0.024,-32.62,3.89,41.961414,56.44463,4.5457844955645696e+17,11.96423,CaIIHK_obsid-005011220_spec-55880-B8004_2_sp11-220.png,11940.989743,62.445224,10569.24114,73.119227,3377.290024,153.602426,3249.407265,177.035612,0.294386,0.010488,0.231034,0.008231,3346.533574,196.004007,3203.192624,226.347242,0.290967,0.013359, 
2105,5012054,spec-55880-B8004_2_sp12-054.fits,71.71,108.87,5915.1,27.58,4.217,0.039,-0.141,0.023,-23.98,3.69,43.335137,55.944158,4.597438134456608e+17,12.044079,CaIIHK_obsid-005012054_spec-55880-B8004_2_sp12-054.png,7513.455855,46.022882,6142.935069,51.975475,1547.332662,112.438685,1452.259693,114.042331,0.219648,0.01178,0.172379,0.009245,1508.940485,143.464721,1438.088086,145.125867,0.215798,0.014983, 
2106,5012136,spec-55880-B8004_2_sp12-136.fits,112.8,166.6,6165.22,24.86,3.834,0.034,-0.147,0.02,15.04,3.71,42.895058,55.728862,4.5373526157598656e+17,11.436722,CaIIHK_obsid-005012136_spec-55880-B8004_2_sp12-136.png,15545.36038,59.046707,13160.832612,67.00607,3565.975289,136.545218,3160.79969,140.966929,0.234332,0.006875,0.183904,0.005396,3511.566665,174.27854,3119.600867,179.623863,0.231001,0.008748, 
2107,5014057,spec-55880-B8004_2_sp14-057.fits,69.47,102.23,6646.56,36.66,3.691,0.052,0.286,0.031,-25.19,4.89,38.957827,54.210436,4.5406116369698995e+17,12.383304,CaIIHK_obsid-005014057_spec-55880-B8004_2_sp14-057.png,4608.734289,26.396851,3852.810096,30.407954,1072.703836,61.871607,921.349634,69.395025,0.235661,0.011045,0.184947,0.008668,1053.432486,78.987134,922.660786,88.653757,0.233538,0.014076, 
2108,5015005,spec-55880-B8004_2_sp15-005.fits,112.3,183.95,6358.85,27.55,4.077,0.038,-0.01,0.022,-29.23,4.11,41.128177,55.052003,4.543355949209883e+17,11.600379,CaIIHK_obsid-005015005_spec-55880-B8004_2_sp15-005.png,10461.579306,38.153296,9129.711945,43.561084,2255.679108,80.445448,2029.557321,82.240001,0.218732,0.005908,0.171661,0.004636,2226.079776,102.475372,2012.622448,104.965157,0.216356,0.007515, 
2109,5015031,spec-55880-B8004_2_sp15-031.fits,63.27,115.62,5852.24,28.38,4.117,0.04,0.141,0.024,-102.55,3.79,42.23994,55.499641,4.544554717537161e+17,12.377921,CaIIHK_obsid-005015031_spec-55880-B8004_2_sp15-031.png,3796.44515,27.598397,3092.321737,31.838149,798.873259,65.152928,718.795675,67.274476,0.220311,0.013662,0.1729,0.010722,774.888693,83.179658,704.712368,85.780522,0.214785,0.017395, 
2110,5015175,spec-55880-B8004_2_sp15-175.fits,83.09,131.06,6516.87,27.97,4.106,0.039,0.068,0.023,-18.09,3.8,40.103082,55.28457,4.545873100687652e+17,12.062105,CaIIHK_obsid-005015175_spec-55880-B8004_2_sp15-175.png,6230.855462,33.214819,5139.608617,37.982432,1562.827142,75.298281,1484.150647,80.89234,0.267973,0.009792,0.210305,0.007685,1544.422431,96.081,1471.32104,103.291488,0.265226,0.012462, 
