,obsid,fitsname,snrg,snrr,teff,teff_err,logg,logg_err,feh,feh_err,rv,rv_err,ra_obs,dec_obs,gaia_source_id,gaia_g_mean_mag,figname,R_mean,R_mean_err,V_mean,V_mean_err,H_mean_tri,H_mean_tri_err,K_mean_tri,K_mean_tri_err,S_tri,S_tri_err,S_MWL,S_MWL_err,H_mean_rec,H_mean_rec_err,K_mean_rec,K_mean_rec_err,S_rec,S_rec_err,condition_tag
0,102084,spec-55859-F5902_sp02-084.fits,54.8,78.63,5888.25,36.75,4.109,0.052,-0.992,0.032,3.01,4.94,330.467014,-1.221977,2.676826895374928e+18,15.092938,CaIIHK_obsid-000102084_spec-55859-F5902_sp02-084.png,474.825893,3.417496,413.13501,3.924676,96.051542,10.950218,86.032229,10.771137,0.205058,0.01734,0.16093,0.013608,92.458774,14.023192,85.078057,13.665033,0.199938,0.022082, 
1,103019,spec-55859-F5902_sp03-019.fits,66.33,99.07,5849.92,32.81,4.093,0.046,-0.426,0.028,-7.89,4.38,331.485364,-0.001339,2.6804012015183775e+18,15.172085,CaIIHK_obsid-000103019_spec-55859-F5902_sp03-019.png,362.431557,2.580005,295.795532,3.054191,73.630759,7.762131,64.815789,9.919139,0.210332,0.019178,0.165069,0.015051,71.747578,9.939946,63.86999,12.683447,0.206035,0.024513, 
2,103025,spec-55859-F5902_sp03-025.fits,55.4,84.64,5911.97,33.92,4.181,0.048,-0.641,0.029,-11.45,4.56,331.620255,-0.174829,2.6803833000946657e+18,15.252126,CaIIHK_obsid-000103025_spec-55859-F5902_sp03-025.png,331.941471,2.806877,280.395409,3.364427,85.517672,8.734462,79.677213,9.893015,0.269778,0.021638,0.211722,0.016982,84.587978,11.137407,80.026398,12.654031,0.26883,0.027596, 
3,103032,spec-55859-F5902_sp03-032.fits,387.09,455.38,5907.95,19.37,4.187,0.024,0.068,0.011,-38.84,3.53,331.08347,0.0381,-9999.0,-9999.0,CaIIHK_obsid-000103032_spec-55859-F5902_sp03-032.png,12386.905492,11.271185,10342.02899,12.110351,2784.00708,20.74045,2447.077241,20.759279,0.230151,0.001302,0.180622,0.001022,2753.03574,26.467874,2416.492035,26.507067,0.227443,0.001656, 
4,103110,spec-55859-F5902_sp03-110.fits,53.28,76.25,5670.32,40.35,4.171,0.058,-0.37,0.035,-29.85,5.43,331.024811,0.868111,2.682194539342975e+18,15.545276,CaIIHK_obsid-000103110_spec-55859-F5902_sp03-110.png,302.069815,2.707423,240.208776,3.300551,59.168672,17.20672,59.282562,10.556849,0.218432,0.037266,0.171426,0.029246,61.286395,21.950755,58.557414,13.470435,0.221,0.047525, 
5,103148,spec-55859-F5902_sp03-148.fits,70.65,89.69,5727.1,36.66,4.116,0.052,-0.362,0.031,-58.45,4.9,331.681289,0.890209,2.6820218129382794e+18,15.285633,CaIIHK_obsid-000103148_spec-55859-F5902_sp03-148.png,437.290097,2.683436,351.653324,3.131129,103.766825,7.767821,96.554583,8.381317,0.253911,0.014545,0.199269,0.011415,101.663776,9.915094,95.496652,10.753563,0.249904,0.018586, 
6,103164,spec-55859-F5902_sp03-164.fits,51.78,82.66,5590.87,39.89,4.344,0.057,-0.006,0.034,-9.32,5.39,331.15277,0.53151,2.6804853485177795e+18,14.956109,CaIIHK_obsid-000103164_spec-55859-F5902_sp03-164.png,364.603658,3.753428,255.029589,4.517354,76.270308,13.656649,65.833745,14.033957,0.229336,0.031677,0.179983,0.02486,72.443344,17.527955,62.337203,17.941386,0.217517,0.040532, 
7,103204,spec-55859-F5902_sp03-204.fits,50.82,75.68,5396.39,41.19,4.474,0.059,-0.157,0.036,-26.61,5.57,331.179169,0.810519,2.682182169837148e+18,15.484592,CaIIHK_obsid-000103204_spec-55859-F5902_sp03-204.png,231.939818,2.588033,176.056293,3.451857,57.978561,7.814972,50.321051,9.819827,0.265443,0.030888,0.208319,0.024241,54.917174,9.991439,48.181696,12.593354,0.252696,0.039492, 
8,103224,spec-55859-F5902_sp03-224.fits,65.84,91.84,5596.04,40.2,4.472,0.057,-0.108,0.034,-28.96,5.36,331.357127,0.99307,2.682192129865818e+18,15.125038,CaIIHK_obsid-000103224_spec-55859-F5902_sp03-224.png,426.122704,3.124967,333.892295,3.760371,97.219902,10.042539,90.913979,9.747357,0.24754,0.018483,0.194269,0.014505,94.351905,12.875518,89.783943,12.44067,0.242279,0.023609, 
9,103232,spec-55859-F5902_sp03-232.fits,94.11,118.57,6363.58,31.64,4.231,0.044,-0.525,0.026,10.2,4.44,330.9094528,-0.17471,2.6804184458115267e+18,14.788802,CaIIHK_obsid-000103232_spec-55859-F5902_sp03-232.png,844.155934,3.570504,731.551432,4.156455,224.676156,8.676165,188.028026,10.994008,0.261917,0.008935,0.205552,0.007012,220.15926,11.052045,185.047096,14.048292,0.257158,0.011379, 
10,104056,spec-55859-F5902_sp04-056.fits,372.41,585.02,6266.98,14.72,4.213,0.018,-0.304,0.008,30.17,2.68,332.69339,0.51503,2.6790274304590633e+18,11.811022,CaIIHK_obsid-000104056_spec-55859-F5902_sp04-056.png,11643.549825,10.831602,10010.05232,11.832834,2857.447076,24.304777,2480.270475,21.411141,0.246505,0.001507,0.193457,0.001183,2809.477135,30.995766,2438.56458,27.199827,0.242363,0.001913, 
11,104112,spec-55859-F5902_sp04-112.fits,65.04,113.68,5596.27,39.45,4.111,0.056,0.111,0.034,-23.08,5.26,332.42416,0.00736,2.6788801989800596e+18,14.733476,CaIIHK_obsid-000104112_spec-55859-F5902_sp04-112.png,405.633148,2.913238,294.335299,3.477105,103.813284,9.262209,74.315186,9.947429,0.254481,0.019488,0.199716,0.015294,102.791702,11.842574,73.162732,12.698363,0.251375,0.02486, 
12,104132,spec-55859-F5902_sp04-132.fits,100.19,166.0,5851.11,27.81,4.156,0.038,-0.35,0.022,33.58,3.98,331.84967,-0.11543,2.677388058622008e+18,14.387113,CaIIHK_obsid-000104132_spec-55859-F5902_sp04-132.png,1044.796173,4.089102,852.497446,4.620529,240.996122,10.74266,213.511781,11.796064,0.239556,0.008445,0.188003,0.006628,237.370977,13.718322,208.654292,15.096059,0.235085,0.010778, 
13,104175,spec-55859-F5902_sp04-175.fits,56.06,94.95,5093.14,40.06,4.66,0.057,-0.315,0.034,20.27,5.38,331.914686,0.417759,2.681923269208668e+18,15.114742,CaIIHK_obsid-000104175_spec-55859-F5902_sp04-175.png,335.781191,2.855869,221.09928,3.406036,76.540671,9.391679,73.238254,9.267425,0.268961,0.02379,0.21108,0.018671,75.798099,12.05476,72.757364,11.859101,0.266764,0.030441, 
14,104199,spec-55859-F5902_sp04-199.fits,50.6,83.76,5810.73,36.61,4.032,0.052,-0.5,0.032,-38.27,4.95,331.744484,0.115428,2.6818990799528847e+18,15.678704,CaIIHK_obsid-000104199_spec-55859-F5902_sp04-199.png,308.876308,2.696298,247.323356,3.312151,81.809467,8.573422,67.384824,9.638634,0.268239,0.023284,0.210514,0.018273,80.563571,10.91502,65.569907,12.288744,0.262736,0.02962, 
15,109006,spec-55859-F5902_sp09-006.fits,65.73,112.35,5857.01,29.83,4.015,0.042,-0.32,0.025,21.35,3.98,333.16122,0.48241,2.6789708743295647e+18,14.592051,CaIIHK_obsid-000109006_spec-55859-F5902_sp09-006.png,610.02425,3.936186,491.989143,4.747192,128.863039,11.644393,98.058807,11.498185,0.205916,0.014894,0.161603,0.011689,125.841412,14.883152,96.23995,14.660847,0.201523,0.018991, 
16,109053,spec-55859-F5902_sp09-053.fits,52.37,93.37,5190.27,37.18,4.524,0.053,-0.338,0.032,-70.45,5.01,333.130675,1.300842,2.6820866841244247e+18,15.10305,CaIIHK_obsid-000109053_spec-55859-F5902_sp09-053.png,345.310516,3.170451,232.418929,3.905104,69.952034,9.531968,72.076228,10.770972,0.245839,0.024988,0.192934,0.01961,68.263403,12.174266,70.687475,13.771624,0.240512,0.031885, 
17,109161,spec-55859-F5902_sp09-161.fits,52.29,90.25,5884.13,28.44,4.392,0.041,-0.512,0.025,17.68,3.84,332.725491,0.926086,2.682049987923671e+18,15.096215,CaIIHK_obsid-000109161_spec-55859-F5902_sp09-161.png,389.622722,3.208736,312.398075,3.905017,87.108647,9.97478,84.318663,10.867768,0.244191,0.021086,0.191641,0.016548,85.434504,12.709254,83.187551,13.906376,0.240195,0.026891, 
18,109170,spec-55859-F5902_sp09-170.fits,63.92,107.56,5934.19,26.21,4.198,0.037,-0.98,0.022,-29.21,3.5,332.865148,0.9395798,2.68204720478499e+18,14.714854,CaIIHK_obsid-000109170_spec-55859-F5902_sp09-170.png,623.337924,3.869183,530.528415,4.597283,154.140637,11.262155,126.448223,16.54546,0.243173,0.017392,0.190842,0.013649,152.090209,14.394446,124.677513,21.208545,0.239861,0.022249, 
19,109205,spec-55859-F5902_sp09-205.fits,65.03,122.76,5479.67,28.01,4.476,0.04,-0.048,0.024,-80.81,3.74,333.10175,0.78348,2.679061549679159e+18,14.519409,CaIIHK_obsid-000109205_spec-55859-F5902_sp09-205.png,392.976386,3.123847,270.017099,4.644906,70.102551,8.963028,60.134774,9.622827,0.196438,0.019904,0.154165,0.015621,67.96552,11.437757,60.06337,12.298828,0.193107,0.025385, 
20,112209,spec-55859-F5902_sp12-209.fits,82.98,108.96,6167.22,26.57,4.058,0.037,-0.034,0.022,-8.86,3.61,334.1810063,1.6705456,2.679589139166275e+18,13.852345,CaIIHK_obsid-000112209_spec-55859-F5902_sp12-209.png,1190.649645,6.634958,964.983471,8.046837,240.401624,19.831105,205.302549,21.002494,0.206763,0.013437,0.162267,0.010546,232.996426,25.349996,201.894913,26.830906,0.201746,0.017151, 
21,114062,spec-55859-F5902_sp14-062.fits,62.27,71.97,5638.78,37.89,4.068,0.054,-0.51,0.032,-19.59,5.06,330.542782,0.412798,2.680655841539364e+18,15.283588,CaIIHK_obsid-000114062_spec-55859-F5902_sp14-062.png,497.166962,3.933302,431.281259,5.139662,198.279644,14.662079,118.914878,17.763324,0.341639,0.024922,0.268119,0.019559,197.762833,18.784116,118.717626,22.768572,0.34087,0.03188, 
22,115084,spec-55859-F5902_sp15-084.fits,57.31,85.77,5632.2,36.22,4.393,0.052,0.121,0.031,-58.7,4.85,331.477891,1.350248,2.682241990141725e+18,15.148712,CaIIHK_obsid-000115084_spec-55859-F5902_sp15-084.png,463.530112,3.875564,340.052107,4.794508,117.625215,12.467327,87.67582,14.239383,0.255482,0.023633,0.200503,0.018548,116.187251,15.940745,83.94358,18.21341,0.249048,0.030181, 
23,115140,spec-55859-F5902_sp15-140.fits,53.74,85.84,5724.12,32.07,4.133,0.046,-0.498,0.028,-29.69,4.32,332.182945,1.334436,2.682136123492592e+18,15.03472,CaIIHK_obsid-000115140_spec-55859-F5902_sp15-140.png,386.831705,3.633722,318.501891,4.717189,130.271456,11.660349,101.6253,12.913285,0.328776,0.024823,0.258023,0.019481,130.519331,14.922852,102.510134,16.511888,0.330382,0.031677, 
24,115157,spec-55859-F5902_sp15-157.fits,59.03,87.54,6166.63,33.37,4.188,0.047,-0.387,0.029,-30.53,4.47,331.660983,1.612983,2.6823889123828956e+18,15.061236,CaIIHK_obsid-000115157_spec-55859-F5902_sp15-157.png,545.965791,4.442189,449.167508,5.286838,160.756705,12.904981,132.890945,14.584624,0.295084,0.019676,0.231582,0.015442,158.60492,16.496829,130.791385,18.613369,0.290812,0.025075, 
25,201141,spec-55859-F5907_sp01-141.fits,51.98,96.0,5491.38,32.46,4.366,0.046,-0.112,0.028,19.1,4.38,45.084218,-2.262519,5.187586436413128e+18,15.15363,CaIIHK_obsid-000201141_spec-55859-F5907_sp01-141.png,290.39042,3.705702,219.507964,4.974638,62.780308,12.353916,34.768249,15.345317,0.19131,0.038706,0.15014,0.030376,62.070606,15.77381,31.868136,19.576917,0.18423,0.049357, 
26,202091,spec-55859-F5907_sp02-091.fits,52.44,79.84,5653.55,33.64,4.265,0.048,-0.263,0.029,33.34,4.54,43.071197,-2.162802,5.187417592658739e+18,15.039098,CaIIHK_obsid-000202091_spec-55859-F5907_sp02-091.png,797.964738,6.979361,634.427922,8.201943,191.723326,21.586069,184.059198,20.785936,0.262346,0.021014,0.205889,0.016491,187.471372,27.664923,184.826731,26.543659,0.259913,0.026837, 
27,202240,spec-55859-F5907_sp02-240.fits,56.41,89.15,5771.21,32.8,4.191,0.047,0.099,0.028,9.96,4.4,44.125822,-2.15437,5.187286407177619e+18,15.190408,CaIIHK_obsid-000202240_spec-55859-F5907_sp02-240.png,506.94587,4.90775,390.226046,5.781539,105.962621,16.055438,85.028356,16.294998,0.212881,0.025561,0.167069,0.02006,105.528118,20.546061,85.668802,20.866651,0.213111,0.03269, 
28,203038,spec-55859-F5907_sp03-038.fits,50.99,84.6,5541.32,37.3,4.379,0.053,-0.146,0.032,-3.49,5.04,44.082997,-1.073921,5.18796480585191e+18,15.362689,CaIIHK_obsid-000203038_spec-55859-F5907_sp03-038.png,288.729692,3.304519,207.649065,4.09465,57.98768,10.744958,48.27904,11.68386,0.214084,0.032059,0.168013,0.02516,57.621165,13.726241,47.538356,14.942731,0.211853,0.040938, 
29,203040,spec-55859-F5907_sp03-040.fits,93.41,151.25,6027.01,28.74,4.268,0.04,-0.1,0.023,-26.43,4.02,43.96673,-1.25201,5.187943193576483e+18,13.434297,CaIIHK_obsid-000203040_spec-55859-F5907_sp03-040.png,881.98569,4.677061,683.897829,5.432754,191.614998,11.74067,172.107493,13.634148,0.232279,0.011539,0.182293,0.009056,188.922126,14.986042,172.918721,17.431365,0.231078,0.014718, 
30,203090,spec-55859-F5907_sp03-090.fits,95.41,154.87,5441.5,60.56,4.389,0.084,0.286,0.049,61.66,8.53,43.91881,-0.85485,2.4978444755953976e+18,13.776761,CaIIHK_obsid-000203090_spec-55859-F5907_sp03-090.png,1170.031032,5.70554,823.708566,6.382254,291.702911,19.223794,233.949419,15.852903,0.263651,0.012549,0.206914,0.009848,288.192598,24.57481,232.237914,20.225916,0.261032,0.016003, 
31,203205,spec-55859-F5907_sp03-205.fits,164.27,211.19,6639.15,21.98,4.271,0.029,-0.862,0.015,-112.59,3.76,44.02034,-0.08118,2.498027372482807e+18,13.453046,CaIIHK_obsid-000203205_spec-55859-F5907_sp03-205.png,4198.122363,9.747482,3677.506705,10.88703,1343.496846,23.441761,1369.132401,26.792314,0.344433,0.004565,0.270311,0.003583,1320.424841,29.888371,1339.156874,34.14028,0.337698,0.005795, 
32,203230,spec-55859-F5907_sp03-230.fits,56.93,93.57,5239.55,36.11,4.533,0.051,0.027,0.031,-49.74,4.84,43.855382,-1.144028,5.187957521587358e+18,15.228243,CaIIHK_obsid-000203230_spec-55859-F5907_sp03-230.png,311.247863,3.609803,198.438515,4.45112,68.195658,12.021029,45.649213,12.208441,0.223363,0.033709,0.175295,0.026455,68.40683,15.375762,45.289294,15.593605,0.223071,0.043039, 
33,204046,spec-55859-F5907_sp04-046.fits,68.77,110.87,6263.09,29.52,4.253,0.042,-0.457,0.025,-23.39,3.94,44.7413061,-0.0887802,2.4979892331732367e+18,14.545804,CaIIHK_obsid-000204046_spec-55859-F5907_sp04-046.png,964.291381,5.462787,824.570309,6.128838,235.500451,13.593862,201.899924,15.324303,0.244513,0.011506,0.191894,0.00903,229.946063,17.34827,199.590646,19.576595,0.240117,0.014664, 
34,204063,spec-55859-F5907_sp04-063.fits,57.13,96.59,5512.37,33.23,4.145,0.047,-0.557,0.029,57.78,4.45,45.015804,-0.443533,5.188115232786684e+18,15.02898,CaIIHK_obsid-000204063_spec-55859-F5907_sp04-063.png,568.173744,4.269027,427.96376,4.815834,126.499051,11.759986,117.746148,12.360539,0.245192,0.0172,0.192427,0.013499,124.488611,15.06441,117.130025,15.797281,0.242556,0.021969, 
35,204213,spec-55859-F5907_sp04-213.fits,331.83,504.67,6169.15,20.68,4.178,0.025,0.069,0.011,6.33,3.77,45.3232563,-0.1779962,3.266589504991513e+18,11.13526,CaIIHK_obsid-000204213_spec-55859-F5907_sp04-213.png,15858.880353,18.061406,12705.31671,18.714042,3786.201964,34.542449,3148.545046,33.553656,0.242778,0.0017,0.190532,0.001334,3740.11676,44.03857,3120.21496,42.844689,0.240172,0.002162, 
36,205129,spec-55859-F5907_sp05-129.fits,58.76,82.86,5696.76,36.49,4.224,0.052,-0.35,0.031,30.67,4.88,45.211111,-1.708884,5.187644057694323e+18,15.194893,CaIIHK_obsid-000205129_spec-55859-F5907_sp05-129.png,365.530634,4.280324,276.771584,7.790074,73.022529,17.064263,73.738445,17.453935,0.228492,0.038135,0.179321,0.029928,70.657259,21.85944,73.081961,22.269522,0.223788,0.048682, 
37,206108,spec-55859-F5907_sp06-108.fits,239.3,341.77,6729.47,13.71,4.164,0.017,-0.476,0.008,12.74,2.5,47.0008538,-1.8001864,5.18692754977457e+18,12.019588,CaIIHK_obsid-000206108_spec-55859-F5907_sp06-108.png,6905.82273,11.21487,5897.441317,12.601768,1889.843311,25.681398,1830.970714,27.815847,0.290614,0.002982,0.228074,0.00234,1856.118484,32.73552,1786.878019,35.469625,0.284537,0.003788, 
38,209023,spec-55859-F5907_sp09-023.fits,93.76,148.47,6737.34,22.24,4.168,0.031,-0.131,0.018,-0.64,3.11,45.606121,-0.5276185,5.188057336627582e+18,12.919592,CaIIHK_obsid-000209023_spec-55859-F5907_sp09-023.png,1100.868927,5.211177,909.254035,6.020657,264.724773,13.160478,246.166465,14.103908,0.254159,0.009649,0.199464,0.007573,258.413114,16.760082,240.912257,17.974931,0.248405,0.012266, 
39,210096,spec-55859-F5907_sp10-096.fits,65.32,93.67,5045.21,39.09,4.625,0.055,-0.515,0.033,1.26,5.21,42.67595,-1.26868,2.4974672056682015e+18,16.246485,CaIIHK_obsid-000210096_spec-55859-F5907_sp10-096.png,429.450517,3.441723,304.322383,4.092533,82.864265,9.347656,76.74567,10.388592,0.21752,0.019111,0.170709,0.014999,81.402615,11.887359,76.532289,13.273299,0.215237,0.024334, 
40,210209,spec-55859-F5907_sp10-209.fits,310.64,343.18,6218.76,23.81,4.143,0.029,0.147,0.013,37.67,4.34,43.47351,-1.41912,5.187573581575773e+18,11.55955,CaIIHK_obsid-000210209_spec-55859-F5907_sp10-209.png,12337.251975,13.207572,10990.760541,14.810429,2673.974425,24.304218,2374.247887,24.311798,0.216402,0.001485,0.169832,0.001165,2635.483367,31.035258,2340.224288,30.996914,0.213293,0.001889, 
41,210231,spec-55859-F5907_sp10-231.fits,121.18,141.14,5579.44,41.75,4.188,0.057,-0.082,0.032,77.1,6.4,43.46004,-0.86671,-9999.0,-9999.0,CaIIHK_obsid-000210231_spec-55859-F5907_sp10-231.png,1468.355991,4.612633,1170.475909,5.19577,311.642267,10.180698,286.056699,11.237289,0.226501,0.005777,0.177758,0.004534,307.919211,12.951152,282.997871,14.34971,0.223931,0.007349, 
42,210247,spec-55859-F5907_sp10-247.fits,58.95,77.69,5780.79,36.71,4.131,0.052,-0.628,0.031,-132.1,4.91,43.333514,-0.935271,2.497831144016896e+18,15.058003,CaIIHK_obsid-000210247_spec-55859-F5907_sp10-247.png,395.163573,3.337309,330.371116,4.106243,72.775998,9.508686,65.940741,11.007846,0.191192,0.020097,0.150048,0.015772,70.556504,12.110517,63.202352,14.025262,0.184359,0.025576, 
43,213172,spec-55859-F5907_sp13-172.fits,93.81,132.97,5479.44,29.58,4.458,0.041,0.057,0.024,40.98,4.14,46.2672,0.08057,3.266568545551139e+18,15.617748,CaIIHK_obsid-000213172_spec-55859-F5907_sp13-172.png,1459.341276,7.096225,1149.936826,8.508544,604.67811,20.691689,557.141635,22.337465,0.445265,0.011821,0.349444,0.009277,597.345139,26.457404,555.108882,28.540183,0.441675,0.015032, 
44,214006,spec-55859-F5907_sp14-006.fits,69.74,80.83,6019.77,34.74,4.261,0.049,-0.375,0.029,-20.6,4.64,43.03807,0.33797,2.4982117124791624e+18,14.047762,CaIIHK_obsid-000214006_spec-55859-F5907_sp14-006.png,699.776304,5.123542,617.938109,6.673276,224.43492,16.020917,205.058178,18.833165,0.325938,0.018879,0.255796,0.014816,223.952359,20.474781,202.712094,24.104484,0.323791,0.02409, 
45,216036,spec-55859-F5907_sp16-036.fits,63.88,107.6,6403.58,29.96,4.21,0.042,-0.462,0.026,17.09,4.0,43.80734,1.32988,-9999.0,-9999.0,CaIIHK_obsid-000216036_spec-55859-F5907_sp16-036.png,646.719802,5.252154,546.232552,6.406054,196.651346,16.20739,178.836068,18.891601,0.314755,0.020979,0.24702,0.016465,197.467843,20.713139,175.849717,24.14705,0.312936,0.026756, 
46,216076,spec-55859-F5907_sp16-076.fits,109.17,155.96,6249.47,28.46,4.149,0.039,-0.025,0.023,22.47,4.2,43.2846,0.71454,2.49833121564915e+18,16.849642,CaIIHK_obsid-000216076_spec-55859-F5907_sp16-076.png,1763.580978,6.837804,1490.847693,8.127507,595.109277,18.602827,507.261869,19.781954,0.33873,0.008417,0.265835,0.006606,594.316664,23.785421,503.711987,25.265127,0.337395,0.010719, 
47,403023,spec-55859-M5901_sp03-023.fits,65.59,80.86,6428.31,33.6,4.263,0.048,-0.29,0.029,-70.32,4.48,10.1526175,40.2722902,3.691049195732214e+17,14.969724,CaIIHK_obsid-000403023_spec-55859-M5901_sp03-023.png,638.182461,3.569168,546.946498,4.111762,152.63153,9.092724,140.849847,10.406429,0.247637,0.011716,0.194345,0.009195,149.492251,11.589494,139.578312,13.305546,0.243915,0.014931, 
48,404080,spec-55859-M5901_sp04-080.fits,60.59,88.88,6221.28,39.03,4.165,0.055,-0.03,0.033,-1.77,5.22,11.2653582,40.1437195,3.6887168996506765e+17,15.222994,CaIIHK_obsid-000404080_spec-55859-M5901_sp04-080.png,503.321332,2.852311,411.40501,3.278993,103.197564,7.460009,94.99038,8.207996,0.216664,0.012169,0.170038,0.00955,100.648678,9.494466,96.903683,10.481499,0.215969,0.015495, 
49,414243,spec-55859-M5901_sp14-243.fits,70.66,76.76,6060.16,38.41,4.096,0.054,-0.107,0.032,35.44,5.13,8.4412619,41.1213807,3.8108358765772275e+17,14.070041,CaIIHK_obsid-000414243_spec-55859-M5901_sp14-243.png,1085.171944,6.591616,916.876198,7.484561,308.548991,16.276371,278.336706,18.566933,0.293143,0.012419,0.230058,0.009746,309.331361,20.77002,273.761865,23.745347,0.291248,0.015824, 
50,601033,spec-55860-B6001_sp01-033.fits,58.41,103.31,5426.54,48.2,4.632,0.069,0.103,0.041,-5.74,6.45,332.142798,28.387201,1.8934162019319772e+18,13.744202,CaIIHK_obsid-000601033_spec-55860-B6001_sp01-033.png,1206.87585,11.141352,847.517778,13.178388,299.53018,44.809751,355.173186,38.61065,0.318684,0.028916,0.250104,0.022693,295.041177,57.719421,348.815854,49.362643,0.313405,0.037063, 
51,601039,spec-55860-B6001_sp01-039.fits,57.28,89.89,6024.09,51.11,4.258,0.073,0.052,0.044,-35.99,6.85,332.241334,28.399374,1.8934134875126395e+18,14.010751,CaIIHK_obsid-000601039_spec-55860-B6001_sp01-039.png,1575.177704,12.465937,1259.747572,14.769794,341.961601,33.405991,288.109497,51.836528,0.222253,0.021806,0.174424,0.017113,344.735722,42.69922,290.030465,66.593678,0.223909,0.027946, 
52,601042,spec-55860-B6001_sp01-042.fits,67.33,105.82,6033.61,43.2,4.184,0.061,-0.174,0.037,-35.21,5.76,332.015149,28.505444,1.8934297396689213e+18,13.820634,CaIIHK_obsid-000601042_spec-55860-B6001_sp01-042.png,1947.986312,12.501191,1598.365264,14.67958,371.077281,32.143835,401.023217,43.27082,0.217717,0.015246,0.170864,0.011965,358.277746,41.091556,395.949117,54.777978,0.212677,0.019344, 
53,601048,spec-55860-B6001_sp01-048.fits,61.46,94.95,6223.04,45.12,4.256,0.064,-0.117,0.039,-23.47,6.03,332.244315,28.54623,1.893419294308441e+18,13.776984,CaIIHK_obsid-000601048_spec-55860-B6001_sp01-048.png,1760.688115,12.424188,1526.711134,14.824132,349.428832,33.291937,322.624783,55.694928,0.204433,0.019775,0.160439,0.015519,349.467358,42.567501,312.146567,70.841139,0.201258,0.025168, 
54,601054,spec-55860-B6001_sp01-054.fits,124.27,177.71,6787.27,31.6,3.902,0.043,0.122,0.024,-36.44,4.89,332.237962,28.776899,1.8934402881086141e+18,13.078844,CaIIHK_obsid-000601054_spec-55860-B6001_sp01-054.png,5296.801148,16.172279,4502.566698,18.305216,1411.805764,37.380435,1261.789455,41.845487,0.272833,0.005766,0.21412,0.004525,1396.097938,47.778622,1243.278703,53.450285,0.269342,0.007347, 
55,601079,spec-55860-B6001_sp01-079.fits,113.82,173.32,5900.98,34.88,4.371,0.048,-0.215,0.027,-45.23,5.22,332.746716,28.649193,1.8934008774884628e+18,13.181268,CaIIHK_obsid-000601079_spec-55860-B6001_sp01-079.png,4061.773816,14.824595,3311.156639,16.772104,945.872546,33.635488,804.220232,38.611911,0.237367,0.006983,0.186286,0.00548,938.076482,42.977701,787.437646,49.311017,0.234034,0.0089, 
56,601087,spec-55860-B6001_sp01-087.fits,53.49,84.54,5528.78,59.59,4.268,0.085,0.323,0.051,-61.29,8.02,332.609833,28.614847,1.893399777976828e+18,14.367321,CaIIHK_obsid-000601087_spec-55860-B6001_sp01-087.png,979.785721,9.59302,696.983893,11.421211,121.544499,35.155244,141.989607,64.375501,0.157168,0.043767,0.123345,0.034348,117.100309,44.795953,141.488301,83.069928,0.154218,0.056303, 
57,601090,spec-55860-B6001_sp01-090.fits,64.75,100.88,5605.39,49.6,4.162,0.07,0.012,0.042,-61.36,6.62,332.848029,28.569347,1.893396445082244e+18,14.064185,CaIIHK_obsid-000601090_spec-55860-B6001_sp01-090.png,1534.168852,11.350343,1164.621358,13.221515,296.700622,30.384272,214.918851,35.752596,0.189574,0.017428,0.148777,0.013678,292.800255,38.846159,202.356975,45.70121,0.183474,0.022256, 
58,601102,spec-55860-B6001_sp01-102.fits,55.1,84.81,5734.29,58.34,4.372,0.083,-0.069,0.05,-8.85,7.84,333.118066,28.569412,1.8933870992334413e+18,14.171279,CaIIHK_obsid-000601102_spec-55860-B6001_sp01-102.png,1318.160678,11.932516,1010.965829,14.242552,245.5562,42.863726,246.403368,51.171825,0.211221,0.028709,0.165766,0.022531,241.708852,55.454046,248.976777,65.621882,0.210674,0.036925, 
59,601121,spec-55860-B6001_sp01-121.fits,54.37,80.16,6137.08,52.55,4.304,0.075,-0.181,0.045,-45.59,7.07,333.220822,28.68045,1.8933895044151086e+18,14.341928,CaIIHK_obsid-000601121_spec-55860-B6001_sp01-121.png,1491.555073,11.960528,1260.641475,14.404629,305.11267,56.633228,265.002444,46.045596,0.207149,0.026558,0.162571,0.020843,295.691979,72.54628,256.550375,59.061661,0.200655,0.034018, 
60,601125,spec-55860-B6001_sp01-125.fits,51.16,75.21,5861.44,56.54,4.388,0.081,-0.022,0.049,2.31,7.64,333.126854,28.474581,1.8926348271213422e+18,14.464841,CaIIHK_obsid-000601125_spec-55860-B6001_sp01-125.png,1033.510505,9.893388,831.99841,12.148439,239.009307,34.431364,147.868289,53.898283,0.207384,0.034328,0.162755,0.026941,238.517642,44.001077,146.201691,69.359438,0.206228,0.044064, 
61,601135,spec-55860-B6001_sp01-135.fits,100.66,140.46,6617.73,38.7,4.108,0.054,-0.006,0.031,-23.06,5.55,333.064618,28.832031,1.893406271967505e+18,13.396446,CaIIHK_obsid-000601135_spec-55860-B6001_sp01-135.png,3824.363334,14.826829,3280.258699,16.891778,948.762296,34.243668,905.703249,38.989417,0.261022,0.007351,0.20485,0.005769,933.556635,43.773338,896.807614,49.808126,0.25763,0.009369, 
