,indice_i,indice_j,sln_1,sln_2
3636,60,32,,
3637,60,39,,
3638,60,41,,
3639,60,42,,
3640,60,49,,
3641,60,50,,
3642,60,51,,
3643,60,57,,
3644,60,58,,
3645,60,64,,
3646,60,65,,
3647,60,66,,
3648,60,67,,
3649,60,70,,
3650,60,71,,
3651,60,77,,
3652,60,78,,
3653,60,79,,
3654,60,80,,
3655,60,81,,
3656,60,82,,
3657,60,83,,
3658,60,86,,
3659,60,87,,
3660,60,88,,
3661,60,94,,
3662,60,95,,
3663,60,96,,
3664,60,98,,
3665,60,100,,
3666,60,104,,
3667,60,105,,
3668,60,107,,
3669,60,108,,
3670,60,109,,
3671,60,110,,
3672,60,117,,
3673,60,121,,
3674,60,130,,
3675,60,135,,
3676,60,136,,
3677,60,137,,
3678,60,138,,
3679,60,139,,
3680,60,143,,
3681,60,155,,
3682,60,156,,
3683,60,157,,
3684,60,167,,
3685,60,177,,
3686,60,200,,
3687,60,201,,
3688,61,6,,
3689,61,7,,
3690,61,19,,
3691,61,39,,
3692,61,41,,
3693,61,42,,
3694,61,51,,
3695,61,54,,
3696,61,57,,
3697,61,58,,
3698,61,65,,
3699,61,66,,
3700,61,67,,
3701,61,68,,
3702,61,77,,
3703,61,78,,
3704,61,79,,
3705,61,80,,
3706,61,81,,
3707,61,82,,
3708,61,83,,
3709,61,84,,
3710,61,94,,
3711,61,96,,
3712,61,97,,
3713,61,100,,
3714,61,101,,
3715,61,104,,
3716,61,106,,
3717,61,107,,
3718,61,108,,
3719,61,109,,
3720,61,117,,
3721,61,118,,
3722,61,122,,
3723,61,123,,
3724,61,133,,
3725,61,134,,
3726,61,135,,
3727,61,136,,
3728,61,137,,
3729,61,138,,
3730,61,142,,
3731,61,144,,
3732,61,146,,
3733,61,154,,
3734,61,155,,
3735,61,156,,
3736,61,157,,
3737,61,164,,
3738,61,187,,
3739,61,189,,
3740,61,195,,
3741,61,196,,
3742,61,197,,
3743,61,198,,
3744,61,199,,
3745,61,204,,
3746,62,1,,
3747,62,6,,
3748,62,7,,
3749,62,18,,
3750,62,19,,
3751,62,20,,
3752,62,23,,
3753,62,24,,
3754,62,30,,
3755,62,32,,
3756,62,33,,
3757,62,34,,
3758,62,41,,
3759,62,42,,
3760,62,43,,
3761,62,44,,
3762,62,48,,
3763,62,49,,
3764,62,50,,
3765,62,59,,
3766,62,63,,
3767,62,65,,
3768,62,66,,
3769,62,67,,
3770,62,70,,
3771,62,74,,
3772,62,75,,
3773,62,77,,
3774,62,78,,
3775,62,79,,
3776,62,80,,
3777,62,81,,
3778,62,82,,
3779,62,83,,
3780,62,84,,
3781,62,85,,
3782,62,93,,
3783,62,95,,
3784,62,96,,
3785,62,97,,
3786,62,100,,
3787,62,101,,
3788,62,102,,
3789,62,106,,
3790,62,107,,
3791,62,108,,
3792,62,109,,
3793,62,114,,
3794,62,116,,
3795,62,117,,
3796,62,118,,
3797,62,120,,
3798,62,121,,
3799,62,122,,
3800,62,132,,
3801,62,133,,
3802,62,134,,
3803,62,135,,
3804,62,136,,
3805,62,137,,
3806,62,138,,
3807,62,144,,
3808,62,147,,
3809,62,155,,
3810,62,156,,
3811,62,157,,
3812,62,160,,
3813,62,165,,
3814,62,185,,
3815,62,186,,
3816,62,189,,
3817,62,193,,
3818,62,194,,
3819,62,195,,
3820,62,196,,
3821,62,200,,
3822,63,0,,
3823,63,1,,
3824,63,5,,
3825,63,7,,
3826,63,18,,
3827,63,19,,
3828,63,21,,
3829,63,22,,
3830,63,23,,
3831,63,25,,
3832,63,29,,
3833,63,31,,
3834,63,32,,
3835,63,33,,
3836,63,34,,
3837,63,35,,
3838,63,38,,
3839,63,40,,
3840,63,41,,
3841,63,47,,
3842,63,48,,
3843,63,49,,
3844,63,66,,
3845,63,67,,
3846,63,68,,
3847,63,69,,
3848,63,70,,
3849,63,71,,
3850,63,72,,
3851,63,78,,
3852,63,79,,
3853,63,80,,
3854,63,81,,
3855,63,83,,
3856,63,84,,
3857,63,85,,
3858,63,95,,
3859,63,99,,
3860,63,100,,
3861,63,101,,
3862,63,102,,
3863,63,103,,
3864,63,104,,
3865,63,107,,
3866,63,108,,
3867,63,109,,
3868,63,113,,
3869,63,115,,
3870,63,116,,
3871,63,117,,
3872,63,121,,
3873,63,124,,
3874,63,126,,
3875,63,130,,
3876,63,131,,
3877,63,132,,
3878,63,133,,
3879,63,134,,
3880,63,135,,
3881,63,136,,
3882,63,137,,
3883,63,138,,
3884,63,153,,
3885,63,155,,
3886,63,156,,
3887,63,157,,
3888,63,158,,
3889,63,159,,
3890,63,171,,
3891,63,183,,
3892,63,184,,
3893,63,185,,
3894,63,189,,
3895,63,192,,
3896,63,193,,
3897,63,200,,
3898,63,204,,
3899,64,2,,
3900,64,5,,
3901,64,6,,
3902,64,7,,
3903,64,8,,
3904,64,9,,
3905,64,18,,
3906,64,19,,
3907,64,21,,
3908,64,29,,
3909,64,31,,
3910,64,32,,
3911,64,33,,
3912,64,34,,
3913,64,38,,
3914,64,39,,
3915,64,40,,
3916,64,41,,
3917,64,47,,
3918,64,49,,
3919,64,50,,
3920,64,57,,
3921,64,60,,
3922,64,64,,
3923,64,66,,
3924,64,67,,
3925,64,71,,
3926,64,78,,
3927,64,79,,
3928,64,80,,
3929,64,81,,
3930,64,83,,
3931,64,84,,
3932,64,85,,
3933,64,100,,
3934,64,101,,
3935,64,102,,
3936,64,103,,
3937,64,105,,
3938,64,106,,
3939,64,108,,
3940,64,112,,
3941,64,113,,
3942,64,114,,
3943,64,115,,
3944,64,116,,
3945,64,124,,
3946,64,126,,
3947,64,127,,
3948,64,129,,
3949,64,130,,
3950,64,131,,
3951,64,132,,
3952,64,134,,
3953,64,135,,
3954,64,138,,
3955,64,145,,
3956,64,149,,
3957,64,153,,
3958,64,154,,
3959,64,155,,
3960,64,156,,
3961,64,157,,
3962,64,158,,
3963,64,162,,
3964,64,163,,
3965,64,169,,
3966,64,174,,
3967,64,180,,
3968,64,182,,
3969,64,183,,
3970,64,184,,
3971,64,185,,
3972,64,188,,
3973,64,189,,
3974,64,190,,
3975,64,191,,
3976,64,193,,
3977,64,194,,
3978,64,200,,
3979,64,201,,
3980,64,202,,
3981,65,1,,
3982,65,2,,
3983,65,5,,
3984,65,6,,
3985,65,7,,
3986,65,20,,
3987,65,22,,
3988,65,28,,
3989,65,31,,
3990,65,32,,
3991,65,33,,
3992,65,34,,
3993,65,35,,
3994,65,36,,
3995,65,37,,
3996,65,38,,
3997,65,39,,
3998,65,40,,
3999,65,41,,
4000,65,42,,
4001,65,43,,
4002,65,48,,
4003,65,59,,
4004,65,60,,
4005,65,61,,
4006,65,62,,
4007,65,67,,
4008,65,69,,
4009,65,70,,
4010,65,77,,
4011,65,79,,
4012,65,80,,
4013,65,81,,
4014,65,99,,
4015,65,100,,
4016,65,101,,
4017,65,102,,
4018,65,103,,
4019,65,104,,
4020,65,105,,
4021,65,106,,
4022,65,107,,
4023,65,108,,
4024,65,109,,
4025,65,110,,
4026,65,111,,
4027,65,112,,
4028,65,113,,
4029,65,114,,
4030,65,115,,
4031,65,116,,
4032,65,118,,
4033,65,123,,
4034,65,126,,
4035,65,127,,
4036,65,128,,
4037,65,129,,
4038,65,130,,
4039,65,132,,
4040,65,133,,
4041,65,139,,
4042,65,144,,
4043,65,147,,
4044,65,153,,
4045,65,154,,
4046,65,155,,
4047,65,156,,
4048,65,161,,
4049,65,162,,
4050,65,178,,
4051,65,179,,
4052,65,181,,
4053,65,182,,
4054,65,183,,
4055,65,184,,
4056,65,185,,
4057,65,186,,
4058,65,200,,
4059,65,201,,
4060,65,203,,
4061,66,1,,
4062,66,4,,
4063,66,5,,
4064,66,6,,
4065,66,7,,
4066,66,8,,
4067,66,9,,
4068,66,13,,
4069,66,14,,
4070,66,21,,
4071,66,27,,
4072,66,28,,
4073,66,32,,
4074,66,33,,
4075,66,34,,
4076,66,35,,
4077,66,36,,
4078,66,37,,
4079,66,38,,
4080,66,39,,
4081,66,40,,
4082,66,50,,
4083,66,61,,
4084,66,63,,
4085,66,66,,
4086,66,67,,
4087,66,68,,
4088,66,69,,
4089,66,76,,
4090,66,79,,
4091,66,80,,
4092,66,90,,
4093,66,91,,
4094,66,99,,
4095,66,100,,
4096,66,101,,
4097,66,102,,
4098,66,103,,
4099,66,104,,
4100,66,105,,
4101,66,106,,
4102,66,107,,
4103,66,108,,
4104,66,109,,
4105,66,111,,
4106,66,112,,
4107,66,113,,
4108,66,114,,
4109,66,115,,
4110,66,117,,
4111,66,119,,
4112,66,122,,
4113,66,123,,
4114,66,124,,
4115,66,126,,
4116,66,128,,
4117,66,129,,
4118,66,131,,
4119,66,132,,
4120,66,133,,
4121,66,138,,
4122,66,139,,
4123,66,140,,
4124,66,141,,
4125,66,144,,
4126,66,151,,
4127,66,152,,
4128,66,153,,
4129,66,154,,
4130,66,155,,
4131,66,156,,
4132,66,158,,
4133,66,159,,
4134,66,176,,
4135,66,179,,
4136,66,180,,
4137,66,181,,
4138,66,182,,
4139,66,183,,
4140,66,184,,
4141,66,185,,
4142,66,186,,
4143,66,187,,
4144,66,188,,
4145,66,189,,
4146,66,192,,
4147,67,3,,
4148,67,4,,
4149,67,10,,
4150,67,11,,
4151,67,13,,
4152,67,14,,
4153,67,21,,
4154,67,26,,
4155,67,31,,
4156,67,32,,
4157,67,33,,
4158,67,34,,
4159,67,35,,
4160,67,37,,
4161,67,38,,
4162,67,39,,
4163,67,40,,
4164,67,45,,
4165,67,50,,
4166,67,51,,
4167,67,52,,
4168,67,53,,
4169,67,60,,
4170,67,61,,
4171,67,67,,
4172,67,68,,
4173,67,69,,
4174,67,76,,
4175,67,79,,
4176,67,80,,
4177,67,81,,
4178,67,90,,
4179,67,91,,
4180,67,99,,
4181,67,100,,
4182,67,101,,
4183,67,102,,
4184,67,104,,
4185,67,105,,
4186,67,106,,
4187,67,107,,
4188,67,108,,
4189,67,109,,
4190,67,111,,
4191,67,112,,
4192,67,113,,
4193,67,114,,
4194,67,119,,
4195,67,121,,
4196,67,123,,
4197,67,124,,
4198,67,127,,
4199,67,130,,
4200,67,131,,
4201,67,132,,
4202,67,133,,
4203,67,134,,
4204,67,137,,
4205,67,138,,
4206,67,139,,
4207,67,140,,
4208,67,141,,
4209,67,142,,
4210,67,143,,
4211,67,144,,
4212,67,151,,
4213,67,152,,
4214,67,153,,
4215,67,154,,
4216,67,157,,
4217,67,160,,
4218,67,161,,
4219,67,174,,
4220,67,175,,
4221,67,176,,
4222,67,177,,
4223,67,178,,
4224,67,182,,
4225,67,183,,
4226,67,184,,
4227,67,186,,
4228,67,187,,
4229,67,188,,
4230,67,199,,
4231,68,1,,
4232,68,2,,
4233,68,3,,
4234,68,4,,
4235,68,9,,
4236,68,10,,
4237,68,11,,
4238,68,14,,
4239,68,20,,
4240,68,31,,
4241,68,32,,
4242,68,33,,
4243,68,34,,
4244,68,35,,
4245,68,37,,
4246,68,38,,
4247,68,39,,
4248,68,45,,
4249,68,49,,
4250,68,50,,
4251,68,51,,
4252,68,53,,
4253,68,66,,
4254,68,67,,
4255,68,68,,
4256,68,69,,
4257,68,76,,
4258,68,80,,
4259,68,81,,
4260,68,82,,
4261,68,91,,
4262,68,96,,
4263,68,100,,
4264,68,102,,
4265,68,105,,
4266,68,106,,
4267,68,107,,
4268,68,110,,
4269,68,111,,
4270,68,112,,
4271,68,113,,
4272,68,114,,
4273,68,115,,
4274,68,120,,
4275,68,121,,
4276,68,129,,
4277,68,130,,
4278,68,131,,
4279,68,132,,
4280,68,133,,
4281,68,135,,
4282,68,136,,
4283,68,137,,
4284,68,138,,
4285,68,139,,
4286,68,143,,
4287,68,151,,
4288,68,157,,
4289,68,159,,
4290,68,160,,
4291,68,161,,
4292,68,162,,
4293,68,164,,
4294,68,172,,
4295,68,174,,
4296,68,175,,
4297,68,176,,
4298,68,183,,
4299,68,184,,
4300,68,185,,
4301,68,195,,
4302,68,197,,
4303,68,198,,
4304,68,199,,
4305,68,200,,
4306,69,0,,
4307,69,1,,
4308,69,7,,
4309,69,8,,
4310,69,14,,
4311,69,19,,
4312,69,20,,
4313,69,21,,
4314,69,27,,
4315,69,32,,
4316,69,33,,
4317,69,34,,
4318,69,37,,
4319,69,38,,
4320,69,39,,
4321,69,50,,
4322,69,52,,
4323,69,53,,
4324,69,54,,
4325,69,55,,
4326,69,61,,
4327,69,66,,
4328,69,67,,
4329,69,68,,
4330,69,72,,
4331,69,80,,
4332,69,81,,
4333,69,82,,
4334,69,86,,
4335,69,100,,
4336,69,106,,
4337,69,110,,
4338,69,111,,
4339,69,112,,
4340,69,113,,
4341,69,115,,
4342,69,116,,
4343,69,117,,
4344,69,120,,
4345,69,121,,
4346,69,130,,
4347,69,132,,
4348,69,135,,
4349,69,136,,
4350,69,137,,
4351,69,138,,
4352,69,142,,
4353,69,147,,
4354,69,156,,
4355,69,158,,
4356,69,159,,
4357,69,160,,
4358,69,161,,
4359,69,162,,
4360,69,163,,
4361,69,164,,
4362,69,170,,
4363,69,171,,
4364,69,174,,
4365,69,175,,
4366,69,176,,
4367,69,183,,
4368,69,184,,
4369,69,194,,
4370,69,197,,
4371,69,198,,
4372,69,199,,
4373,69,200,,
4374,69,203,,
4375,70,6,,
4376,70,13,,
4377,70,14,,
4378,70,33,,
4379,70,34,,
4380,70,35,,
4381,70,36,,
4382,70,37,,
4383,70,38,,
4384,70,48,,
4385,70,50,,
4386,70,51,,
4387,70,52,,
4388,70,62,,
4389,70,65,,
4390,70,66,,
4391,70,67,,
4392,70,68,,
4393,70,73,,
4394,70,74,,
4395,70,75,,
4396,70,76,,
4397,70,79,,
4398,70,80,,
4399,70,81,,
4400,70,99,,
4401,70,100,,
4402,70,101,,
4403,70,106,,
4404,70,116,,
4405,70,118,,
4406,70,119,,
4407,70,120,,
4408,70,121,,
4409,70,122,,
4410,70,123,,
4411,70,130,,
4412,70,132,,
4413,70,135,,
4414,70,136,,
4415,70,137,,
4416,70,139,,
4417,70,140,,
4418,70,145,,
4419,70,153,,
4420,70,155,,
4421,70,157,,
4422,70,158,,
4423,70,160,,
4424,70,162,,
4425,70,163,,
4426,70,164,,
4427,70,169,,
4428,70,170,,
4429,70,171,,
4430,70,173,,
4431,70,174,,
4432,70,175,,
4433,70,183,,
4434,70,185,,
4435,70,186,,
4436,70,187,,
4437,70,196,,
4438,70,197,,
4439,70,198,,
4440,70,202,,
4441,70,204,,
4442,71,9,,
4443,71,10,,
4444,71,11,,
4445,71,12,,
4446,71,13,,
4447,71,28,,
4448,71,30,,
4449,71,31,,
4450,71,32,,
4451,71,33,,
4452,71,37,,
4453,71,38,,
4454,71,39,,
4455,71,52,,
4456,71,53,,
4457,71,54,,
4458,71,56,,
4459,71,57,,
4460,71,59,,
4461,71,65,,
4462,71,66,,
4463,71,67,,
4464,71,68,,
4465,71,69,,
4466,71,71,,
4467,71,73,,
4468,71,74,,
4469,71,75,,
4470,71,76,,
4471,71,77,,
4472,71,83,,
4473,71,84,,
4474,71,90,,
4475,71,102,,
4476,71,103,,
4477,71,105,,
4478,71,106,,
4479,71,109,,
4480,71,114,,
4481,71,116,,
4482,71,118,,
4483,71,119,,
4484,71,120,,
4485,71,121,,
4486,71,122,,
4487,71,126,,
4488,71,134,,
4489,71,135,,
4490,71,136,,
4491,71,138,,
4492,71,139,,
4493,71,144,,
4494,71,145,,
4495,71,146,,
4496,71,147,,
4497,71,152,,
4498,71,157,,
4499,71,159,,
4500,71,162,,
4501,71,163,,
4502,71,164,,
4503,71,168,,
4504,71,169,,
4505,71,170,,
4506,71,174,,
4507,71,176,,
4508,71,177,,
4509,71,185,,
4510,71,186,,
4511,71,192,,
4512,71,201,,
4513,71,202,,
4514,71,203,,
4515,71,204,,
4516,72,2,,
4517,72,3,,
4518,72,4,,
4519,72,12,,
4520,72,19,,
4521,72,28,,
4522,72,29,,
4523,72,30,,
4524,72,38,,
4525,72,41,,
4526,72,42,,
4527,72,51,,
4528,72,52,,
4529,72,53,,
4530,72,54,,
4531,72,57,,
4532,72,58,,
4533,72,65,,
4534,72,67,,
4535,72,68,,
4536,72,69,,
4537,72,71,,
4538,72,73,,
4539,72,74,,
4540,72,75,,
4541,72,76,,
4542,72,77,,
4543,72,80,,
4544,72,84,,
4545,72,85,,
4546,72,90,,
4547,72,103,,
4548,72,104,,
4549,72,107,,
4550,72,108,,
4551,72,109,,
4552,72,110,,
4553,72,114,,
4554,72,115,,
4555,72,118,,
4556,72,119,,
4557,72,120,,
4558,72,121,,
4559,72,122,,
4560,72,132,,
4561,72,133,,
4562,72,136,,
4563,72,137,,
4564,72,138,,
4565,72,139,,
4566,72,143,,
4567,72,144,,
4568,72,145,,
4569,72,146,,
4570,72,147,,
4571,72,154,,
4572,72,157,,
4573,72,161,,
4574,72,168,,
4575,72,169,,
4576,72,170,,
4577,72,186,,
4578,72,187,,
4579,72,189,,
4580,72,199,,
4581,72,200,,
4582,72,201,,
4583,72,202,,
4584,72,203,,
4585,72,204,,
4586,73,1,,
4587,73,13,,
4588,73,28,,
4589,73,29,,
4590,73,40,,
4591,73,44,,
4592,73,45,,
4593,73,46,,
4594,73,51,,
4595,73,52,,
4596,73,53,,
4597,73,56,,
4598,73,65,,
4599,73,66,,
4600,73,67,,
4601,73,68,,
4602,73,73,,
4603,73,74,,
4604,73,75,,
4605,73,76,,
4606,73,77,,
4607,73,80,,
4608,73,81,,
4609,73,84,,
4610,73,85,,
4611,73,91,,
4612,73,101,,
4613,73,102,,
4614,73,103,,
4615,73,104,,
4616,73,105,,
4617,73,107,,
4618,73,108,,
4619,73,117,,
4620,73,118,,
4621,73,119,,
4622,73,129,,
4623,73,133,,
4624,73,134,,
4625,73,135,,
4626,73,136,,
4627,73,137,,
4628,73,138,,
4629,73,139,,
4630,73,145,,
4631,73,146,,
4632,73,155,,
4633,73,156,,
4634,73,157,,
4635,73,167,,
4636,73,168,,
4637,73,169,,
4638,73,182,,
4639,73,194,,
4640,73,199,,
4641,73,200,,
4642,73,201,,
4643,73,202,,
4644,74,0,,
4645,74,28,,
4646,74,29,,
4647,74,37,,
4648,74,40,,
4649,74,42,,
4650,74,43,,
4651,74,44,,
4652,74,45,,
4653,74,46,,
4654,74,47,,
4655,74,48,,
4656,74,49,,
4657,74,50,,
4658,74,51,,
4659,74,52,,
4660,74,53,,
4661,74,54,,
4662,74,55,,
4663,74,57,,
4664,74,62,,
4665,74,63,,
4666,74,65,,
4667,74,66,,
4668,74,67,,
4669,74,72,,
4670,74,73,,
4671,74,74,,
4672,74,75,,
4673,74,76,,
4674,74,77,,
4675,74,80,,
4676,74,81,,
4677,74,83,,
4678,74,84,,
4679,74,85,,
4680,74,90,,
4681,74,91,,
4682,74,100,,
4683,74,101,,
4684,74,102,,
4685,74,103,,
4686,74,104,,
4687,74,105,,
4688,74,106,,
4689,74,107,,
4690,74,108,,
4691,74,117,,
4692,74,119,,
4693,74,126,,
4694,74,128,,
4695,74,129,,
4696,74,130,,
4697,74,131,,
4698,74,132,,
4699,74,133,,
4700,74,134,,
4701,74,135,,
4702,74,136,,
4703,74,137,,
4704,74,138,,
4705,74,139,,
4706,74,145,,
4707,74,146,,
4708,74,154,,
4709,74,155,,
4710,74,156,,
4711,74,168,,
4712,74,169,,
4713,74,181,,
4714,74,182,,
4715,74,198,,
4716,74,199,,
4717,74,200,,
4718,75,0,,
4719,75,1,,
4720,75,3,,
4721,75,28,,
4722,75,29,,
4723,75,30,,
4724,75,32,,
4725,75,42,,
4726,75,43,,
4727,75,48,,
4728,75,49,,
4729,75,50,,
4730,75,51,,
4731,75,52,,
4732,75,53,,
4733,75,61,,
4734,75,62,,
4735,75,63,,
4736,75,64,,
4737,75,65,,
4738,75,66,,
4739,75,67,,
4740,75,72,,
4741,75,74,,
4742,75,75,,
4743,75,76,,
4744,75,81,,
4745,75,84,,
4746,75,85,,
4747,75,86,,
4748,75,90,,
4749,75,91,,
4750,75,92,,
4751,75,97,,
4752,75,100,,
4753,75,101,,
4754,75,102,,
4755,75,103,,
4756,75,104,,
4757,75,105,,
4758,75,106,,
4759,75,107,,
4760,75,112,,
4761,75,113,,
4762,75,114,,
4763,75,116,,
4764,75,117,,
4765,75,118,,
4766,75,119,,
4767,75,125,,
4768,75,126,,
4769,75,127,,
4770,75,131,,
4771,75,135,,
4772,75,136,,
4773,75,137,,
4774,75,138,,
4775,75,144,,
4776,75,146,,
4777,75,154,,
4778,75,155,,
4779,75,168,,
4780,75,182,,
4781,75,197,,
4782,75,198,,
4783,75,201,,
4784,75,202,,
4785,75,203,,
4786,76,0,,
4787,76,1,,
4788,76,3,,
4789,76,7,,
4790,76,11,,
4791,76,16,,
4792,76,28,,
4793,76,29,,
4794,76,30,,
4795,76,31,,
4796,76,33,,
4797,76,38,,
4798,76,42,,
4799,76,43,,
4800,76,50,,
4801,76,51,,
4802,76,52,,
4803,76,53,,
4804,76,62,,
4805,76,63,,
4806,76,64,,
4807,76,65,,
4808,76,66,,
4809,76,67,,
4810,76,74,,
4811,76,75,,
4812,76,81,,
4813,76,83,,
4814,76,84,,
4815,76,85,,
4816,76,90,,
4817,76,91,,
4818,76,94,,
4819,76,96,,
4820,76,97,,
4821,76,100,,
4822,76,101,,
4823,76,102,,
4824,76,103,,
4825,76,104,,
4826,76,105,,
4827,76,106,,
4828,76,114,,
4829,76,116,,
4830,76,117,,
4831,76,118,,
4832,76,119,,
4833,76,124,,
4834,76,125,,
4835,76,128,,
4836,76,130,,
4837,76,131,,
4838,76,135,,
4839,76,136,,
4840,76,137,,
4841,76,145,,
4842,76,146,,
4843,76,149,,
4844,76,150,,
4845,76,155,,
4846,76,162,,
4847,76,187,,
4848,76,189,,
4849,76,190,,
4850,76,195,,
4851,76,199,,
4852,76,200,,
4853,76,201,,
4854,76,202,,
4855,77,1,,
4856,77,6,,
4857,77,7,,
4858,77,8,,
4859,77,9,,
4860,77,12,,
4861,77,13,,
4862,77,16,,
4863,77,18,,
4864,77,27,,
4865,77,28,,
4866,77,29,,
4867,77,30,,
4868,77,31,,
4869,77,35,,
4870,77,43,,
4871,77,44,,
4872,77,47,,
4873,77,51,,
4874,77,52,,
4875,77,64,,
4876,77,65,,
4877,77,74,,
4878,77,75,,
4879,77,77,,
4880,77,78,,
4881,77,80,,
4882,77,83,,
4883,77,84,,
4884,77,85,,
4885,77,86,,
4886,77,95,,
4887,77,100,,
4888,77,102,,
4889,77,103,,
4890,77,104,,
4891,77,105,,
4892,77,112,,
4893,77,113,,
4894,77,115,,
4895,77,116,,
4896,77,117,,
4897,77,118,,
4898,77,119,,
4899,77,123,,
4900,77,124,,
4901,77,128,,
4902,77,136,,
4903,77,137,,
4904,77,149,,
4905,77,155,,
4906,77,161,,
4907,77,162,,
4908,77,170,,
4909,77,171,,
4910,77,180,,
4911,77,187,,
4912,77,190,,
4913,77,194,,
4914,77,195,,
4915,77,196,,
4916,77,199,,
4917,77,200,,
4918,77,201,,
4919,77,202,,
4920,78,0,,
4921,78,1,,
4922,78,5,,
4923,78,6,,
4924,78,7,,
4925,78,8,,
4926,78,9,,
4927,78,10,,
4928,78,12,,
4929,78,18,,
4930,78,19,,
4931,78,20,,
4932,78,21,,
4933,78,37,,
4934,78,42,,
4935,78,43,,
4936,78,47,,
4937,78,63,,
4938,78,64,,
4939,78,75,,
4940,78,76,,
4941,78,77,,
4942,78,78,,
4943,78,80,,
4944,78,81,,
4945,78,84,,
4946,78,85,,
4947,78,86,,
4948,78,88,,
4949,78,94,,
4950,78,95,,
4951,78,98,,
4952,78,99,,
4953,78,101,,
4954,78,102,,
4955,78,103,,
4956,78,104,,
4957,78,110,,
4958,78,111,,
4959,78,112,,
4960,78,115,,
4961,78,116,,
4962,78,117,,
4963,78,118,,
4964,78,120,,
4965,78,122,,
4966,78,123,,
4967,78,124,,
4968,78,131,,
4969,78,136,,
4970,78,140,,
4971,78,141,,
4972,78,142,,
4973,78,143,,
4974,78,144,,
4975,78,145,,
4976,78,147,,
4977,78,148,,
4978,78,149,,
4979,78,154,,
4980,78,161,,
4981,78,168,,
4982,78,174,,
4983,78,175,,
4984,78,177,,
4985,78,186,,
4986,78,187,,
4987,78,188,,
4988,78,189,,
4989,78,190,,
4990,78,194,,
4991,78,200,,
4992,78,201,,
4993,78,202,,
4994,78,203,,
4995,78,204,,
4996,79,4,,
4997,79,5,,
4998,79,6,,
4999,79,7,,
5000,79,8,,
5001,79,9,,
5002,79,10,,
5003,79,18,,
5004,79,21,,
5005,79,22,,
5006,79,24,,
5007,79,26,,
5008,79,27,,
5009,79,30,,
5010,79,31,,
5011,79,32,,
5012,79,36,,
5013,79,38,,
5014,79,52,,
5015,79,53,,
5016,79,54,,
5017,79,62,,
5018,79,63,,
5019,79,64,,
5020,79,75,,
5021,79,76,,
5022,79,77,,
5023,79,78,,
5024,79,79,,
5025,79,83,,
5026,79,84,,
5027,79,85,,
5028,79,86,,
5029,79,88,,
5030,79,91,,
5031,79,93,,
5032,79,94,,
5033,79,98,,
5034,79,99,,
5035,79,100,,
5036,79,101,,
5037,79,102,,
5038,79,103,,
5039,79,104,,
5040,79,114,,
5041,79,115,,
5042,79,116,,
5043,79,117,,
5044,79,118,,
5045,79,119,,
5046,79,121,,
5047,79,122,,
5048,79,123,,
5049,79,126,,
5050,79,127,,
5051,79,129,,
5052,79,130,,
5053,79,132,,
5054,79,141,,
5055,79,143,,
5056,79,144,,
5057,79,145,,
5058,79,146,,
5059,79,148,,
5060,79,149,,
5061,79,152,,
5062,79,153,,
5063,79,154,,
5064,79,155,,
5065,79,163,,
5066,79,166,,
5067,79,168,,
5068,79,170,,
5069,79,172,,
5070,79,176,,
5071,79,177,,
5072,79,180,,
5073,79,187,,
5074,79,188,,
5075,79,189,,
5076,79,190,,
5077,79,191,,
5078,79,201,,
5079,79,202,,
5080,80,4,,
5081,80,5,,
5082,80,6,,
5083,80,7,,
5084,80,8,,
5085,80,9,,
5086,80,10,,
5087,80,11,,
5088,80,18,,
5089,80,19,,
5090,80,20,,
5091,80,21,,
5092,80,25,,
5093,80,26,,
5094,80,31,,
5095,80,32,,
5096,80,33,,
5097,80,34,,
5098,80,38,,
5099,80,51,,
5100,80,53,,
5101,80,54,,
5102,80,62,,
5103,80,63,,
5104,80,64,,
5105,80,65,,
5106,80,66,,
5107,80,76,,
5108,80,77,,
5109,80,78,,
5110,80,79,,
5111,80,81,,
5112,80,83,,
5113,80,84,,
5114,80,85,,
5115,80,86,,
5116,80,88,,
5117,80,91,,
5118,80,92,,
5119,80,93,,
5120,80,94,,
5121,80,95,,
5122,80,98,,
5123,80,99,,
5124,80,101,,
5125,80,102,,
5126,80,103,,
5127,80,105,,
5128,80,106,,
5129,80,107,,
5130,80,108,,
5131,80,109,,
5132,80,112,,
5133,80,115,,
5134,80,116,,
5135,80,117,,
5136,80,118,,
5137,80,119,,
5138,80,120,,
5139,80,123,,
5140,80,124,,
5141,80,125,,
5142,80,126,,
5143,80,130,,
5144,80,134,,
5145,80,137,,
5146,80,141,,
5147,80,144,,
5148,80,145,,
5149,80,146,,
5150,80,147,,
5151,80,148,,
5152,80,149,,
5153,80,151,,
5154,80,152,,
5155,80,153,,
5156,80,162,,
5157,80,165,,
5158,80,169,,
5159,80,170,,
5160,80,173,,
5161,80,176,,
5162,80,177,,
5163,80,181,,
5164,80,186,,
5165,80,189,,
5166,80,190,,
5167,80,200,,
5168,80,202,,
5169,80,203,,
5170,81,1,,
5171,81,2,,
5172,81,6,,
5173,81,8,,
5174,81,9,,
5175,81,10,,
5176,81,17,,
5177,81,18,,
5178,81,19,,
5179,81,20,,
5180,81,21,,
5181,81,22,,
5182,81,23,,
5183,81,24,,
5184,81,32,,
5185,81,33,,
5186,81,41,,
5187,81,45,,
5188,81,52,,
